GeneID,GeneSymbol,Gene_AltReads_N2,Gene_AltReads_PRDE1,Gene_TotalReads_N2,Gene_TotalReads_PRDE1,Rate_N2,Rate_PRDE1,Log2FC
WBGene00007593,C14H10.3,9,32,9179,16621,9.804989650288702e-4,0.0019252752541964984,0.97347670817386045
WBGene00003601,nhr-2,15,26,8388,7413,0.00178826895565093,0.003507351949278295,0.9718184725792256
WBGene00012231,W04A4.2,3,63,2995,32135,0.001001669449081803,0.001960479228255796,0.9687998585309275
WBGene00043156,C27F2.9,27,51,27248,26326,9.908984145625367e-4,0.0019372483476411153,0.9671998464965755
WBGene00008296,cdr-2,19,31,14180,11843,0.0013399153737658673,0.0026175800050662838,0.9660917471270254
WBGene00009430,F35E12.6,37,83,39936,46042,9.264823717948718e-4,0.0018027018808913602,0.960325401547333
WBGene00000391,cdd-1,7,9,4465,2960,0.0015677491601343784,0.0030405405405405407,0.9556330788769815
WBGene00014300,D2023.1,3,17,1026,3004,0.0029239766081871343,0.005659121171770972,0.9526462586219656
WBGene00219855,C41C4.19,18,29,8807,7345,0.002043828772567276,0.003948264125255276,0.9499441687923688
WBGene00012927,Y47D3A.14,36,33,12622,6013,0.0028521628901917286,0.005488109096956594,0.9442527827729987
WBGene00003692,nhr-102,4,42,1276,6963,0.003134796238244514,0.006031882809133994,0.9442367284779912
WBGene00015640,C09E7.6,21,24,12778,7624,0.001643449679136015,0.0031479538300104933,0.9376870983269668
WBGene00001819,haf-9,30,58,20140,20410,0.0014895729890764648,0.0028417442430181284,0.931877900493119
WBGene00194981,Y49E10.30,3,5,1410,1232,0.002127659574468085,0.004058441558441558,0.9316585007574606
WBGene00014030,glb-1,8,23,8183,12342,9.776365636074789e-4,0.0018635553394911683,0.9306875134001832
WBGene00004028,pif-1,117,66,53777,15933,0.002175651300741953,0.004142346074185652,0.9290007398804039
WBGene00007689,C18E9.9,57,70,17344,11195,0.003286439114391144,0.006252791424743189,0.9279751363941364
WBGene00050948,Y48B6A.16,1,2,1051,1106,9.514747859181732e-4,0.0018083182640144665,0.9264112837274714
WBGene00045063,Y37A1A.4,13,17,8413,5791,0.0015452276239153692,0.0029355897081678466,0.9258309705613869
WBGene00015228,B0511.2,19,41,7143,8133,0.002659946801063979,0.005041190212713636,0.9223669986071205
WBGene00021205,Y17G9B.8,9,17,3352,3346,0.0026849642004773268,0.005080693365212194,0.9201225434690261
WBGene00016555,math-20,3,6,3257,3450,9.2109303039607e-4,0.0017391304347826088,0.9169473578430097
WBGene00004858,sma-4,2,12,2017,6414,9.915716410510659e-4,0.0018709073900841909,0.915949230892471
WBGene00008991,F20G4.2,33,46,24626,18215,0.0013400471046861042,0.002525391161130936,0.91422315159798
WBGene00021315,Y32H12A.7,100,140,54052,40162,0.0018500703026715015,0.003485882177182411,0.9139437130005003
WBGene00000882,cyn-6,9,55,4807,15609,0.0018722696068233825,0.0035236081747709656,0.9122653075223943
WBGene00004238,ptr-24,13,46,7527,14242,0.0017271157167530224,0.00322988344333661,0.9031173567125006
WBGene00077500,C27H6.9,33,50,31049,25216,0.0010628361621952398,0.0019828680203045684,0.8996694345984764
WBGene00011234,R11A5.6,10,17,2789,2542,0.0035855145213338113,0.006687647521636507,0.8993186503863303
WBGene00016860,cyp-33C9,18,31,10814,10013,0.001664508969853893,0.0030959752321981426,0.8952972849457621
WBGene00219607,anr-7,11,20,8949,8778,0.0012291876187283494,0.00227842333105491,0.8903306844467908
WBGene00003603,nhr-4,22,20,9395,4614,0.0023416711016498136,0.004334633723450368,0.8883716338745004
WBGene00012085,T27D12.1,2,38,1477,15166,0.0013540961408259986,0.002505604641962284,0.8878286166291609
WBGene00009499,ent-6,80,87,51599,30385,0.001550417643752786,0.002863254895507652,0.884999215249778
WBGene00000071,acy-4,11,42,3910,8086,0.002813299232736573,0.0051941627504328465,0.8846282080644827
WBGene00021034,enu-3.4,32,66,16710,18686,0.0019150209455415918,0.003532056084769346,0.8831480797032498
WBGene00003728,nhr-138,8,6,5387,2192,0.001485056617783553,0.002737226277372263,0.8821967675997251
WBGene00022885,ZK1248.19,5,9,4157,4067,0.0012027904738994466,0.0022129333661175315,0.8795746637171897
WBGene00009995,F53F4.13,17,38,21820,26523,7.791017415215398e-4,0.0014327187723862309,0.8788718068379032
WBGene00007507,C10C5.3,13,70,8138,23856,0.001597444089456869,0.0029342723004694834,0.8772373215941425
WBGene00016794,C49H3.9,74,127,59784,55871,0.0012377893750836345,0.0022730933758121387,0.8768911061387084
WBGene00017452,bath-29,3,7,4778,6083,6.278777731268313e-4,0.0011507479861910242,0.8740162709207759
WBGene00022144,pghm-1,16,39,8853,11881,0.0018072969614819836,0.003282551973739584,0.8609842754615589
WBGene00000189,arl-5,19,23,10460,7014,0.0018164435946462715,0.0032791559737667523,0.8522079584949187
WBGene00219271,F36H5.14,5,8,2102,1863,0.002378686964795433,0.0042941492216854536,0.8522069001331785
WBGene00195309,F59B8.5,9,16,13521,13350,6.656312402928778e-4,0.001198501872659176,0.8484371125319241
WBGene00017830,rpb-8,83,130,68327,59450,0.0012147467326239993,0.002186711522287637,0.8481073562117663
WBGene00010808,sepa-1,23,30,11986,8708,0.0019189053896212249,0.003445107946715664,0.8442656059337291
WBGene00007303,rnh-1.3,6,11,1811,1850,0.0033130866924351186,0.005945945945945946,0.8437303934626345
WBGene00172012,21ur-9360,1,2,2940,3278,3.401360544217687e-4,6.101281269066504e-4,0.843000300624268
WBGene00010767,blos-9,30,49,5510,5019,0.0054446460980036296,0.009762900976290097,0.8424716212057007
WBGene00008951,F19C6.2,18,26,11620,9361,0.001549053356282272,0.0027774810383506036,0.842390224667411
WBGene00021392,Y38A10A.7,15,17,18667,11820,8.03557079337869e-4,0.0014382402707275805,0.8398322987568868
WBGene00006520,tag-175,5,13,3654,5320,0.0013683634373289546,0.002443609022556391,0.8365620114926665
WBGene00018795,F54C4.4,10,20,6269,7037,0.0015951507417450949,0.002842120221685377,0.833274816757931
WBGene00004361,rib-2,68,49,27648,11182,0.002459490740740741,0.004382042568413522,0.8332438753990755
WBGene00007020,mdt-20,25,37,20876,17362,0.001197547422877946,0.002131090888146527,0.8315093356103308
WBGene00007261,lron-3,6,15,3450,4848,0.0017391304347826088,0.003094059405940594,0.8311347579673053
WBGene00010333,copz-1,19,32,17226,16328,0.0011029838616045512,0.0019598236158745713,0.8293121354520333
WBGene00012479,Y18D10A.9,27,35,25300,18460,0.0010671936758893281,0.001895991332611051,0.8291303467173962
WBGene00003991,pfn-3,8,27,5852,11137,0.001367053998632946,0.002424351261560564,0.8265285139133035
WBGene00168505,21ur-12279,41,74,21925,22324,0.0018700114025085519,0.003314818132951084,0.8258826521799777
WBGene00017974,vps-41,12,37,4847,8433,0.0024757582009490406,0.004387525198624452,0.8255369929726946
WBGene00007357,C06A12.3,11,24,7936,9801,0.0013860887096774194,0.002448729721456994,0.8210139523115149
WBGene00200098,Y71F9AL.20,6,14,4211,5575,0.0014248397055331276,0.0025112107623318385,0.8175834918105125
WBGene00006656,twk-1,1,6,1417,4832,7.057163020465773e-4,0.0012417218543046358,0.8151818043140957
WBGene00008806,mboa-7,37,39,11371,6819,0.0032538914783220474,0.005719313682358117,0.813675898001746
WBGene00015251,B0546.4,7,13,3758,3979,0.0018626929217668972,0.003267152550892184,0.8106439638098062
WBGene00016781,C49G7.3,45,108,35167,48210,0.0012796087240879233,0.00224019912881145,0.807924243967999
WBGene00014137,clec-187,7,12,4294,4210,0.0016301816488122963,0.0028503562945368173,0.806109536568567
WBGene00044762,ZK688.11,28,59,13601,16396,0.002058672156459084,0.003598438643571603,0.8056569603124071
WBGene00000503,cht-1,34,43,13557,9810,0.0025079294829239507,0.004383282364933741,0.805514834737317
WBGene00003577,ndg-4,12,32,13323,20343,9.006980409817609e-4,0.0015730226613577152,0.8044240260337682
WBGene00016788,C49G7.10,20,19,8721,4749,0.002293314986813439,0.004000842282585807,0.8028692345552791
WBGene00220117,W03B1.17,3,10,2540,4854,0.0011811023622047244,0.0020601565718994645,0.8026199826746007
WBGene00007509,C10C5.5,13,50,6662,14695,0.0019513659561693185,0.003402517863218782,0.8021183717692888
WBGene00020167,T02G5.11,13,52,11102,25534,0.00117096018735363,0.0020365003524712147,0.7984000389969712
WBGene00219959,F52D2.14,22,22,46993,27036,4.681548315706595e-4,8.137298416925581e-4,0.7975641519064581
WBGene00003752,nlp-14,5,4,2793,1287,0.0017901897601145722,0.003108003108003108,0.7958754251718858
WBGene00044644,B0205.13,22,15,18370,7220,0.0011976047904191617,0.002077562326869806,0.7947398611953997
WBGene00009025,phf-34,14,19,9157,7166,0.001528885006006334,0.0026514094334356684,0.7942795703926282
WBGene00007395,dcar-1,3,25,1366,6570,0.0021961932650073207,0.00380517503805175,0.792957802133967
WBGene00011893,T21C9.6,17,42,11877,16948,0.0014313378799360107,0.002478168515459051,0.7919100209157834
WBGene00018184,F38E9.1,2,11,1816,5782,0.0011013215859030838,0.0019024558976132827,0.7886272124511626
WBGene00002132,inx-10,13,31,5058,6990,0.0025701858442071963,0.004434907010014306,0.7870311736462229
WBGene00008346,C56A3.8,33,52,15759,14434,0.0020940415000951836,0.003602604960509907,0.7827504292327965
WBGene00000762,coq-2,36,51,16667,13760,0.0021599568008639825,0.0037063953488372095,0.7790143182676614
WBGene00001878,his-4,94,86,94805,50619,9.915088866620958e-4,0.0016989667911258618,0.7769600449796328
WBGene00023289,F53A3.5,9,15,6474,6304,0.0013901760889712697,0.0023794416243654824,0.7753554249190031
WBGene00194673,ZK593.11,36,75,21801,26561,0.001651300399064263,0.0028236888671360266,0.7739785372098705
WBGene00000906,daf-10,30,54,17378,18294,0.0017263206352859939,0.0029517874713020664,0.7738884051315412
WBGene00001444,flp-1,30,54,17378,18294,0.0017263206352859939,0.0029517874713020664,0.7738884051315412
WBGene00018187,twf-2,28,46,15242,14667,0.0018370292612518043,0.0031362923569918867,0.7716854432865139
WBGene00001479,fmo-4,7,76,5528,35155,0.0012662807525325615,0.0021618546437206657,0.7716722177433769
WBGene00008127,ddo-1,8,10,2816,2062,0.002840909090909091,0.004849660523763337,0.7715310961565514
WBGene00011614,nfya-1,19,8,11754,2902,0.0016164709885996256,0.0027567195037904893,0.7701048654784132
WBGene00219985,F58D5.13,2,4,2772,3251,7.215007215007215e-4,0.0012303906490310674,0.770043701446858
WBGene00011505,pzf-1,36,22,13312,4772,0.002704326923076923,0.004610226320201173,0.769568007640849
WBGene00011509,T05H10.4,82,104,54049,40251,0.0015171418527632334,0.002583786738217684,0.7681310132388105
WBGene00015285,gmeb-1,8,7,5805,2988,0.0013781223083548665,0.0023427041499330657,0.7654708410212959
WBGene00011444,T04F8.6,50,49,22130,12782,0.0022593764121102574,0.0038335158817086527,0.7627435129870315
WBGene00008316,dod-18,10,13,7988,6139,0.0012518778167250877,0.0021176087310636913,0.7583422861953653
WBGene00015586,lido-1,12,6,5027,1487,0.0023871096081161725,0.004034969737726967,0.7572930416429484
WBGene00194854,Y111B2A.30,7,11,5356,4990,0.0013069454817027633,0.0022044088176352704,0.7541928416793807
WBGene00015954,C18B2.3,10,111,7138,46977,0.0014009526478005044,0.0023628584200779106,0.7541249936738873
WBGene00016244,C30B5.2,19,29,22583,20445,8.413408315989904e-4,0.0014184397163120568,0.753542570016158
WBGene00010887,M7.12,27,78,8392,14387,0.003217349857006673,0.005421561131577118,0.752835509339901
WBGene00022721,ugtp-1,5,21,4967,12389,0.0010066438494060802,0.0016950520623133425,0.7517762372776019
WBGene00003932,pat-6,38,90,23487,33075,0.0016179162941201515,0.0027210884353741495,0.7500468757252413
WBGene00303011,F17C11.26,8,23,11499,19664,6.957126706670146e-4,0.0011696501220504476,0.7495135392060254
WBGene00302998,F53G2.12,88,134,78723,71381,0.0011178435781156713,0.0018772502486656113,0.7479026594863992
WBGene00019170,H06I04.6,28,47,12040,12066,0.002325581395348837,0.003895242831095641,0.7441218342405896
WBGene00022246,acp-7,7,17,3170,4597,0.0022082018927444794,0.0036980639547531,0.7438980934027011
WBGene00303023,K07F5.22,32,53,37525,37133,8.527648234510326e-4,0.001427301860878464,0.743070650206989
WBGene00021369,siah-1,23,56,12122,17639,0.0018973766705164164,0.0031747831509722772,0.7426519405155889
WBGene00012988,ztf-22,24,58,7868,11370,0.003050330452465684,0.005101143359718558,0.741855102905336
WBGene00012293,W06A7.4,3,112,2086,46582,0.0014381591562799617,0.002404362199991413,0.7414309012599447
WBGene00022791,ZK686.1,23,34,24624,21854,9.340480831708901e-4,0.0015557792623775968,0.7360686574860239
WBGene00011914,T22C1.3,51,74,31866,27762,0.0016004518922990022,0.002665514011958793,0.7359344541849835
WBGene00004786,sex-1,87,88,42736,25972,0.00203575439910146,0.0033882642846142,0.7349828893965021
WBGene00168256,21ur-15312,3,5,1063,1065,0.0028222013170272815,0.004694835680751174,0.7342537605841103
WBGene00045157,K02C4.8,52,76,26717,23505,0.0019463263090915895,0.0032333546054031056,0.7322781342553502
WBGene00022475,Y119C1B.10,9,16,5038,5392,0.0017864231838030965,0.002967359050445104,0.7321056241100704
WBGene00008387,zhp-2,55,73,37218,29761,0.0014777795690257402,0.0024528745673868487,0.731042372811389
WBGene00219597,anr-11,30,54,19259,20901,0.001557713276909497,0.00258360843978757,0.7299577323814058
WBGene00020556,pamn-1,3,21,1623,6851,0.0018484288354898336,0.003065245949496424,0.729703336827269
WBGene00303072,R10E9.4,9,23,1415,2186,0.0063604240282685515,0.010521500457456541,0.7261456066620404
WBGene00015136,B0304.4,31,61,18668,22259,0.001660595671737733,0.0027404645312008626,0.7227196194646246
WBGene00020530,T15B12.1,10,15,3957,3597,0.0025271670457417236,0.004170141784820684,0.7225754065584772
WBGene00018118,F36H12.2,16,12,7630,3468,0.0020969855832241153,0.0034602076124567475,0.722541659221214
WBGene00008560,pho-13,13,16,6981,5208,0.00186219739292365,0.0030721966205837174,0.7222645448197771
WBGene00011353,T01H8.2,31,57,13326,14882,0.0023262794536995346,0.003830130358822739,0.7193690784572946
WBGene00008621,F09C8.1,7,7,1836,1116,0.003812636165577342,0.0062724014336917565,0.7182290315846205
WBGene00007807,C29F3.7,6,125,4375,55403,0.0013714285714285714,0.002256195512878364,0.7182126075590806
WBGene00000203,arx-5,51,70,42768,35682,0.0011924803591470258,0.001961773443192646,0.718192936119189
WBGene00003124,mai-1,10,19,3189,3684,0.0031357792411414237,0.00515743756786102,0.7178304547171483
WBGene00020349,T08B2.11,13,29,6784,9214,0.0019162735849056604,0.0031473844150206208,0.7158498489454682
WBGene00007202,B0564.2,47,66,27907,23867,0.001684165263195614,0.0027653245066409688,0.7154150748328547
WBGene00010503,K02C4.5,11,16,1890,1675,0.00582010582010582,0.00955223880597015,0.7147935202386406
WBGene00010781,K11H3.4,55,41,34348,15604,0.0016012577151508093,0.002627531402204563,0.7145024845049256
WBGene00003943,pbo-4,28,63,12424,17056,0.0022537025112685126,0.0036937148217636023,0.7127753930704378
WBGene00010337,F59F4.2,47,85,24440,26974,0.0019230769230769232,0.003151182620301031,0.7124768935654306
WBGene00015266,BE0003N10.1,53,42,32193,15573,0.0016463206287081042,0.0026969755345790792,0.7120970995401144
WBGene00016930,madf-6,33,61,18300,20665,0.0018032786885245902,0.0029518509557222355,0.7109975030012974
WBGene00200337,C41C4.15,24,30,15515,11851,0.0015468901063486948,0.002531431946671167,0.710582991350198
WBGene00017362,F10G2.1,27,52,16858,19844,0.0016016134772808162,0.002620439427534771,0.7102827415612754
WBGene00022554,duxl-1,103,15,42539,3791,0.002421307506053269,0.003956739646531258,0.7085258258573197
WBGene00220162,Y46E12BM.1,11,13,5631,4075,0.0019534718522464926,0.0031901840490797546,0.7075991910500231
WBGene00219853,C41C4.17,8,11,5735,4831,0.0013949433304272015,0.002276961291658042,0.7069032521084078
WBGene00016134,C26B9.5,37,48,20136,16004,0.0018375049662296384,0.0029992501874531365,0.7068537229075839
WBGene00009434,F35E12.10,62,94,44176,41060,0.001403477001086563,0.002289332683877253,0.705921706882867
WBGene00007536,daf-36,7,13,5546,6318,0.0012621709340064912,0.00205761316872428,0.7050644753760937
WBGene00022675,gbb-2,4,24,1489,5481,0.002686366689053056,0.004378762999452655,0.7048671199546114
WBGene00015693,ugt-28,20,21,7556,4868,0.0026469031233456856,0.004313886606409203,0.7046828615660391
WBGene00021879,clec-83,20,58,13000,23156,0.0015384615384615385,0.0025047503886681637,0.70317846181451
WBGene00199205,C04G6.14,11,15,10282,8614,0.0010698307722233028,0.0017413512885999535,0.7028246654796898
WBGene00302986,Y37E11AM.4,35,57,23586,23617,0.0014839311455948443,0.002413515687851971,0.701712051868955
WBGene00018723,F53A3.7,11,9,2091,1052,0.0052606408417025345,0.008555133079847909,0.701551740102292
WBGene00022273,Y73E7A.6,17,18,15176,9888,0.0011201897733263046,0.0018203883495145632,0.7005030956990741
WBGene00011291,R102.4,23,40,19896,21355,0.001156011258544431,0.0018730976352142356,0.696270653517752
WBGene00236799,F54E2.8,12,29,6464,9651,0.0018564356435643563,0.003004869961662004,0.694767255784316
WBGene00020596,oga-1,102,120,50382,36707,0.002024532571156365,0.003269131228376059,0.6913184368326337
WBGene00009192,asah-2,17,41,9653,14424,0.0017611105355847922,0.0028424847476428176,0.6906671455069873
WBGene00003624,nhr-28,10,8,3691,1830,0.00270929287455974,0.004371584699453552,0.6902399941868415
WBGene00010161,F56G4.6,54,63,31207,22580,0.0017303810042618643,0.0027900797165633304,0.689216609587741
WBGene00219590,linc-72,11,29,3772,6169,0.0029162248144220574,0.004700923974712271,0.6888424062348474
WBGene00012974,Y48A6C.1,19,3,10958,1074,0.0017338930461763095,0.002793296089385475,0.6879535975981378
WBGene00021785,Y51H7C.7,80,95,38959,28733,0.002053440796735029,0.0033063028573417324,0.6871755283336782
WBGene00007779,C27D8.3,32,12,20848,4857,0.0015349194167306216,0.0024706609017912293,0.6867340982655687
WBGene00012299,W06D11.1,18,24,9673,8016,0.0018608497880698853,0.0029940119760479044,0.6861183896405568
WBGene00008317,C54G4.7,38,77,32351,40865,0.0011746159315013445,0.0018842530282637954,0.6818036007124215
WBGene00023466,R151.11,17,31,17937,20401,9.477616100797235e-4,0.001519533356208029,0.6810322150598295
WBGene00021947,srt-23,29,56,6395,7715,0.004534792806880375,0.0072585871678548285,0.6786521292409342
WBGene00010984,nkat-3,58,86,25710,23854,0.002255931544146247,0.0036052653642994884,0.6763821623708721
WBGene00047856,21ur-3398,11,21,3706,4428,0.0029681597409606042,0.0047425474254742545,0.6760934633871765
WBGene00020651,T21D12.12,7,19,4271,7261,0.001638960430812456,0.002616719460129459,0.6749782365043973
WBGene00016990,vps-37,35,51,24088,21999,0.0014530056459647958,0.002318287194872494,0.6740189929895679
WBGene00003758,nlp-20,1,3,1592,2994,6.28140703517588e-4,0.001002004008016032,0.6737286152063882
WBGene00009531,F38B2.4,32,77,21535,32536,0.0014859530996052938,0.0023666092943201377,0.6714329683619891
WBGene00021060,dct-11,9,29,4687,9487,0.0019202048218476637,0.0030568145883841046,0.6707688413368286
WBGene00004987,spp-2,2,5,2073,3257,9.64785335262904e-4,0.0015351550506601166,0.6701044916008735
WBGene00020030,kel-20,256,305,113265,84818,0.0022601862887917717,0.003595934825155038,0.66992518566154
WBGene00008978,cutl-3,54,22,19559,5013,0.0027608773454675596,0.004388589666866148,0.6686305882304238
WBGene00011613,T08D2.8,20,10,5267,1657,0.0037972280235428137,0.006035003017501509,0.6684078569325049
WBGene00008923,F17C11.12,8,20,2418,3805,0.0033085194375516956,0.005256241787122208,0.6678458857455781
WBGene00015529,C06E2.5,24,8,8783,1844,0.002732551519981783,0.004338394793926247,0.6669126472663915
WBGene00198980,C46G7.108,8,17,10667,14287,7.499765632323989e-4,0.0011898929096381325,0.6659143196165485
WBGene00013161,Y53F4B.14,24,45,14750,17432,0.0016271186440677966,0.002581459385039009,0.6658674485165401
WBGene00045111,K12D12.7,17,26,12050,11619,0.0014107883817427386,0.002237714088992168,0.6655241161459359
WBGene00012073,cpd-2,58,30,27559,8997,0.002104575637722704,0.003334444814938313,0.6639172121076952
WBGene00016292,tbc-7,15,29,8278,10105,0.001812031891761295,0.0028698664027709056,0.6633752314822468
WBGene00017661,frpr-6,4,14,1716,3795,0.002331002331002331,0.003689064558629776,0.662304589254321
WBGene00015298,C01F1.3,8,30,6332,15008,0.0012634238787113076,0.0019989339019189766,0.6618920232303234
